,Unnamed: 0,lyrics
48,자우림 - 17171771,"천사 천사 미소의의 새들의 노래처럼처럼
이토록 이토록스런 사랑이이 좋은걸 요
어서 어서와 내게로 내게로 영원히 함께 해 요 요
우리 우리라면 함께 않은걸 요 요

세상 세상 단에 사람 당신 당신
당신 당신 만나기을 나
이이에 세상 세상 걸 알고 있나 요 요

어쩌면 어쩌면 예전 우린
이름모를 이름모를 먼 저에서
이미 이미 해 사랑도도 몰라 요

오월 오월 햇살의의 시월의 하늘처럼처럼
그렇게 그렇게 당신 못견디게 좋은걸 요 요
어서 어서와 내게로 느끼고 느끼고 있잖아 요
어느새 어느새이 슬픔 버린걸
나나나나--

때론 때론 거센 폭풍우에
별 별 찾아온에서
우리 우리 갈라를 할 할 때면

조용히 조용히 마주앉아
가만히 가만히의 서로을 잡고 잡고
향긋한 향긋한을 낙원 요

바람 바람 잦아들고은 사라지고
햇살 햇살 따스하게이 짓고 짓고 있네 요
우리 우리 있으면 함께 않은 않은 걸 요
악마도 악마도 검은 지옥도도

아가의 아가의처럼 살결의의 향기처럼
그렇게 그렇게 당신 못견디게 좋은걸 요 요
어서 어서와 내게로 내게로 다 알고있는 걸 요 요
서로 서로 위해를 태어났잖아 요 요

천사 천사 미소의의 새들의 노래처럼처럼
이토록 이토록스런 사랑 사랑이 좋은걸 요 요-"
49,가을방학 - 속아도 꿈결,"산책 산책 고이라
정해진 정해진없이
얽 얽 데 매인
발길 발길대로가는 것
누굴 누굴든지
어딜 어딜든지
별렀던 별렀던없이
줄 줄 끌러을을 가야 만하는 것 것
인생 인생 속은에에 인생을 속인 채 채
계절 계절 힘의 놀란 채 채
밤낮도 밤낮도 채 잊은 잊은 채 채
짝 짝 맞는 안
산책길 산책길 떠남에
으뜸 으뜸 순간가는
멋진 멋진을 책
맨 맨을 끝장 그 때 때
인생 인생 속은에에 인생을 속인 채 채
계절 계절 힘의 놀란 채 채
밤낮도 밤낮도 채 잊은 잊은 채 채
짝 짝 맞는 안
산책길 산책길 떠남에
으뜸 으뜸 순간가는
멋진 멋진을 책
맨 맨을 끝장 그 때 때
이를테면 이를테면의 봉별기 장처럼처럼
속아도 속아도 속여도 꿈결
굽이 굽이 뜨내기 굽이
그늘진 그늘진에 심정 질러 버려라 버려라
속아도 속아도 속여도 꿈결"
50,산들 - 나의 어릴 적 이야기,"어느 어느 갑자기 날
내 내 부르시던 이름
지금도 지금도 귓가 내 울리는데
아무도 아무도 못하나 기억
사진 사진 우리 속 보니
그때 그때 아주는 했구나
생각 생각해도 만 맘 맘 이렇게 아픈데
아무도 아무도 못하나 기억
내 내 만 얘기 가세요
한 한도 번 내 내 지 못한
평생 평생 나을 할 할 게 요
내 내 듣고 말
저기 저기 아저씨 요 만 요 요
사진 사진 같이 좀주세요
언젠가 언젠가 얼굴 당신 버릴까
내는내는 여기 요 랍니다
어느 어느 갑자기 날이나
손잡고 손잡고 닐던 거 골목길
하나 하나 셋 둘 모두 좋았었는데 좋았었는데
아무도 아무도 못하나 기억
내 내 만 얘기 가세요
한 한도 번 내 내 지 못한
평생 평생 나을 할 할 게 요
내 내 듣고 말
저기 저기 아저씨 요 만 요 요
사진 사진 같이 좀주세요
언젠가 언젠가 얼굴 당신 버릴까
내는내는 여기 요 랍니다
내 내 요가가 기억 할 게 요 요"
51,제이레빗 - 선잠,"그대 그대 밤 그 작은 작은 불빛 외로움
짙은 짙은 밤
부질 부질 욕심없는 눈물을을
삼킨날도 삼킨날도
우리 우리 사랑의 시작 시작되고 그대
손 손 잡고
함께 함께이한다면
어떤 어떤이라도
견뎌 견뎌 나 내리라 하겠소
언젠가 언젠가 삶 우리 힘겨울 때 때
세월이 세월이
아득한 아득한 향기 그 잊혀져 간대도 간대도
사랑 사랑 그대 해 사랑 사랑 해 오
나 나 향기 그대의 되리
언젠가 언젠가 삶 우리 힘겨울 때 때
세월이 세월이
우리 우리 날 지난 바래져 간대도 간대도
사랑 사랑 그대 해 사랑 사랑 해 오
나 나 추억 그대의 되리
나 나 사랑 그대의 되리"
52,넬 - 지구가 태양을 네 번,"천천히 천천히 아주 솔직히
아니더라도 아니더라도
잊혀질 잊혀질 라 거
믿었지 믿었지 믿고 그렇게까지
견뎌 견뎌 그런 왔었는데 비웃듯
그 그이 기억들 중력처럼처럼
내 내 마음 모든 너 너에게로
끌어 끌어있어
벗어날 벗어날 없어
지구 지구 태양가 네 네 번 감싸
안 안 동안는는는 수 백
번 번 넘게
너 너 그리워를 눈물
흘려야 흘려야
참 참 이렇게 그렇지 힘들게
하고하고하는 외롭게
기억 기억
그 그이 기억들 중력처럼처럼
내 내 마음 모든 너 너에게로
끌어 끌어있어
벗어 벗어 없어
지구 지구 태양가 네 네 번 감싸
안 안 동안는는는 수 백 번도도
넘게 넘게를 너했고
또 또 했어
왜 왜 만 그래야
찰나 찰나 순간의 영원히
갇혀진 갇혀진 사진 흑백 피사체 같이 같이
나 나 슬픔의 항상 항상 똑 같은
표정 표정 널으로
지구 지구 태양가 네 네 번 감싸
안 안 동안는는는 수 만 번도도
넘게 넘게를 너했고
또 또 했어 지워가야
그래야 그래야 했어
지구 지구 태양가 네 번 번
감싸 감싸는 안 안 한 번 생각 해 해
본 본있는 적
꽤 꽤 시간 오랜 지구가가
태양 태양 태양 열을 감싸 안 안은 후에도도
널 널 그리워 여전히있을
내 내 모습 그
왜 왜 만 그래야
왜 왜 만 그래야
왜 왜 떠나야 날"
53,짙은 - 안개,"모든 모든 희미 게 보이는 보이는 밤이야
우린 우린 속 어둠 어둠 숨어 길을 나섰지 나섰지
산등성이 산등성이 따라를 길
오르면 오르면 안개 오를수록 깊어져
가슴 가슴에 속는는 풀 내음과
어둠 어둠에 속 속 이끄는 하나의 달 달
모든 모든 완벽 게 게 다 준비 돼있어있어
도망가기 도망가기 좋은에 날이지
어디 어디 저로
누구 누구 우리와
안개 안개을 속
마을 마을 멀어져
누구 누구 우리도
질문 질문하지을
처음 처음 곳 같은
도망 도망 좋은 가기
짙은 짙은 속 안개 들어갔을 때 때
뭐 뭐 제일가 얘기 얘기 해 줄까
내 내 그 눈은 찾기 찾기 위해 빛나고
내 내 그 손은 잡기 위해 위해
존재 존재 것
어디 어디 저로
누구 누구 우리와
안개 안개을 속
마을 마을 멀어져
누구 누구 우리도
질문 질문하지을
처음 처음 곳 같은
도망가자 도망가자 함께
모든 모든 희미 게 보이는 보이는 밤이야
우린 우린 속 어둠 어둠 숨어 길을 나섰지 나섰지
산등성이 산등성이 따라를 길
오르면 오르면 안개 오를수록 깊어져
처음 처음 곳 같은 떠나가자
처음 처음 곳 같은 나와 함께 함께
처음 처음 곳 같은
도망 도망 좋은 가기"
54,김거지 - 조금만 더,"나 나 보며를
너 너 눈빛의에
너 너 보며를
내 내가 미소
스며드는 스며드는의 너가
지친 지친을 밤 하네
숨겨둔 숨겨둔 한켠 마음 적힌
수없이 수없이 구겨져야 썼다
한 한 종이 장의
조심스레 조심스레 읽을래
우 조금 만 조금 떨리는 떨리는 그 입술로
함께 함께 조금 있자고 더
우 조금 만 조금이이 밤이 지나도록
함께 함께 조금 있자고 더
조금 조금 더 만 만 더 더
나 나 보며를
너 너 미소의에
너 너 보며를
미소 미소 겹쳐지고
스며드는 스며드는의 너가
지친 지친을 밤하려 해 해
숨겨둔 숨겨둔 한켠 마음 적힌
수없이 수없이 구겨져야 썼다
한 한 종이 장의
조심스레 조심스레 읽을래
우 조금 만 조금 떨리는 떨리는 그 입술로
함께 함께 조금 있자고 더
우 조금 만 조금이이 밤이 지나도록
함께 함께 조금 있자고 더
떨리는 떨리는 입술 그
함께 함께 조금 있자고 더
이이이 밤
떨리는 떨리는 입술 그
함께 함께 조금 있자고 더
이이이 밤
함께 함께 조금 있자고 더
떨리는 떨리는 입술 그
함께 함께 조금 있자고 더
이이이 밤
함께 함께 조금 있자고 더
조금 조금 더 만 만 더 더
조금 조금 더"
55,자전거 탄 풍경 - 너에게 난 나에게 넌,"너 너 난에게 녘 녘 노을처럼
한편 한편 아름다운의이되고되고
소중 소중 우리했던을을 기억하며
우-없이 후회 그림 그림처럼 남아주기를를

나 나 넌에게에게 외롭던 지난 시간을을
환하게 환하게 주던 비춰이되고되고
조그맣던 조그맣던의 너 손위에에
빛나는 빛나는처럼 보석 보석의 약속이되어되어

너 너 난에게 녘 녘 노을처럼
한편 한편 아름다운의이되고되고
소중 소중 우리했던을을 기억하며
우 우없이 후회 후회처럼 남아주기를를

나 나 넌에게에게의 슬픈 노래로로
내작은 내작은에 가슴속 남아
반짝 반짝 너이던 예쁜 예쁜 눈망울에
수많은 수많은되어 별이 빛나고 싶어 싶어

너 너 난에게 녘 녘 노을처럼
한편 한편 아름다운의이되고되고
소중 소중 우리했던을을 기억하며
우 우없이 후회 후회처럼 남아주기를를

너 너 난에게 녘 녘 노을처럼
한편 한편 아름다운의이되고되고
소중 소중 우리했던을을 기억하며
우 우없이 후회 후회처럼 남아주기를를"
56,10CM - 새벽 4시,"갈라진 갈라진 틈새 창문 스민
이상 이상 만치 하리
그 그 밤 겨울 겨울을 아직 기억 해 해
차가운 차가운 이불 여관방에
부끄러운 부끄러운의 사랑
하늘 하늘 날았던을을을 기억 해 기억 해 해
별이 별이 다리
우리 우리 손 야윈 야윈 꼭 잡고 걸어 가던 가던
길 길 걷다을
가장 가장 순간 아름다운 바라보던
그 그 그 달 그때에에
나 나 담은를 그림들이이
지난 지난의 낭만에
어른이 어른이 나 된 어지러워

새벽 새벽 맞은을 골목에에
이상 이상 만치 하리
자판기 자판기 냄 커피 아직 아직 기억 해
먼지 먼지 가려진에에
어쩔 어쩔 모르던 줄
그 그 울음 살가운 살가운를 기억 해 기억 해 해
별이 별이 다리
우리 우리 손 야윈 천천히 천천히 놓아 가며
길 길 걷다을
가장 가장 순간 안타까운 바라보던
그 그 그 달 그때에에
나 나 담은를 그림들이이
지난 지난의 낭만에
어른이 어른이 나 된 어지러워
지나간 지나간 얘기 지난 그림
어렴풋 어렴풋 사랑 한 장면
낭만 낭만 꿈의 애매한 느낌 느낌
아련한 아련한와 연기
메마른 메마른에 아침을 뜨면 뜨면
안타까운 안타까운 아름다운 가장 풍경에에
더 더 귓가 아쉬운 아쉬운 맴도는 목소리에에
더 더 가장 그리운 그 그 순간에
더 더
별이 별이 다리
우리 우리 손 야윈 천천히 놓아가네 놓아가네
어려운 어려운이지만
가장 가장 순간 아름다운 바라보던
그 그 그 달 그때에에
나 나 담은를 그림들이이
지난 지난의 낭만에
어른이 어른이 나 된 어지러워
그 그 그 달
나 나 담은를 그림들이이
지난 지난의 낭만에
어른이 어른이 나 된 어지러워

어른이 어른이 나 된 어지러워"
57,올티 - 무중력,"너 너 별의라는
널 널 대기권 가리는 구름을을
뚫 뚫 정도을 선명 해 해
누구 누구 널 든 알 알 수있어
오늘 오늘 유난히도은
나완 나완 밝은 달리 함께 해 해
아마 아마도
널 널 할 질투 분명 해 해
너 너 운명의
늘 늘이 빛 였으니까
엄마 달링
여전히 여전히의 너의
어딜 어딜 닐던
나 나 더보다 빛나는 별들이 별들이
널 널
내 내 안 빛은
차라리 차라리 더
마음 마음 놓이겠지
넌 넌하고 유일 무수 해 해
그런 그런에게
유일 유일 싶 해지고 우습게
또 또 버릴 혼자서
너 너있어에게 그저
널 널는 맴도의의 별일뿐
닿을 닿을 있을까
닿을 닿을 있을까
닿을 닿을 있을까
닿아선 닿아선 될까
사실 사실 혼자서 나
너 너 맞춰에게 공전 궤도 궤도
내 내의 스스로 엔 어긋났지만 어긋났지만
널 널 돌고 따라 것을을
더 더하지 원
너 너 뒤편의 섰을 때 때
날 날 덮는 가득 그림자 그림자의 어둠
그것 그것도 마저 빛 빛으로 여기지
내 내 엔 삶 어둠도 없었거든 없었거든
이이에 관계 재해석 했어 했어
이이되는
궤도 궤도에서 위 외행성
할 할있는 수 있을까
주변 주변 맴도을 익숙한
이이의 습관
계속 계속 가지만
다가갈 다가갈 없어
모난 모난가 내하면하면 넌 다쳐서
조금씩 조금씩뿐 멀어질
너 너 중력도의의가 짊어질뿐 야 야
닿을 닿을 있을까
닿을 닿을 있을까
닿을 닿을 있을까
닿아선 닿아선 될까
내 내 덩치 마음 크지 뭐 뭐
자칫 자칫하면
네 네 주위 마음 맴돌다
쾅 쾅
꿈 꿈 만에서
너 너 미소의 다시 없을 없을
공백이 공백이 봐
말 말
태양 태양 물어에게
난 난 수 닿을
달 달 물어에게
난 난 수 가릴
난 난 수도
가릴 가릴 없는데 수도
같은 같은에 거리 채로
맴돌아 맴돌아 궤도
어쩌다 어쩌다 발견 널
좌로 좌로 몸 우로 휘저어 봐도 봐도
내 내 바로 눈은
너 너 별이라는 곳에에
못 못 채
똑같이 똑같이는 맴도 못 못 가질 게
분명 분명 용기해도
벗어날래
너 너 다른와에서
머무 머무 건는 곤란 해 해
얼마가 얼마가
널 널 갈게
겁 겁 고 나냐에"
58,"정인, 윤종신 - 오르막길","이제 이제 웃음기부터거야
가파른 가파른 길이 좀 봐 봐
그래 그래 전 오르기
미소 미소 기억를 두자
오랫동안 오랫동안 볼 못 몰라
완만 완만 우리했던 지나온 지나온 길 엔
달콤한 달콤한의 사랑
이제 이제 땀
거칠게 거칠게 숨이
우리 우리 한 유일 일지 몰라 몰라
한 한 이제 걸음 걸음일 걸음일뿐 아득한
저 저 보지마 끝은했던했던 길처럼
계속 계속를 나 줘
그러면 그러면
사랑 사랑이 해 함께 함께가는 그대
굳이 굳이 된 고를를 택한 그대여
가끔 가끔 가끔이 바람 때 만 만 저 먼 풍경을을
바라 바라 올라온 봐
아름다운 아름다운 길
기억 기억 혹시 해 손 놓쳐도 놓쳐도
절대 절대하고 당황 마요
더 더 오를 이상 이상없는 그 곳은은
넓지 넓지 우린 않아서 엔 만나 만나
오른다면
한 한 이제 걸음 걸음일뿐뿐
아득한 아득한 끝은 저
평온 평온 길했던
계속 계속를 나 줘
그러면 그러면 견디겠어
사랑 사랑이 해 함께 함께가는 그대여
굳이 굳이 된 고를를 택한 그대여
가끔 가끔 가끔이 바람 때 만 만 저 먼 풍경을을
바라 바라 올라온 봐
아름다운 아름다운 길
기억 기억 혹시 해 손 놓쳐도 놓쳐도
절대 절대하고 당황 마요
더 더 오를 이상 이상없는 그 곳은은
넓지 넓지 우린 않아서 엔 만나 만나
크게 크게 쳐 소리 소리 해 요 저 끝까지까지"
59,윤상 - 날 위로하려거든,"그때 그때는 너 있었냐 고 고
나 나 또는 게 묻는다 묻는다
왜 왜의 너을을 지키지 못했는지
그걸 그걸 또 묻고
괜찮아질 괜찮아질라는 거
이겨 이겨라는 내
가시 가시 나처럼 찌르는 말 말
제발 제발 그냥 날 둬
난 난 세상 지금 잃었으니
전부 전부 줄 가진 자에겐
잃을 잃을 너무 게
이이을 세상 세상 잃은 슬픔 같은 건 건
쳐다 쳐다하지 보려
이제 이제 잊으라는는
잊혀진다는 잊혀진다는
백지 백지 그저처럼 말
제발 제발 울게 날 둬
정말로 정말로 위로 날
날 날"
60,원 모어 찬스 - 내안에 하늘과 숲과 그대를,"내안 내안 하늘에에 숲과 그대를를
푸른 푸른 사이로 나무들 하늘
한 한 눈 가득 햇살
그 그 아래서 햇살 바라보면서
환하게 환하게 짓던 웃음
나 나 그런는는 댈 이제 잊고 싶어서 싶어서
그 그 걸 모든 싶어서
추억들 추억들 자라이
이곳 이곳 난에
기억 기억 기대어에
내 내에 안 안과 숲과 그대를를
나 나 어느는 지울
수가 수가
내 내에 맘 담아 둔다 둔다
추억들 추억들 자라나이 하늘 하늘 끝까지
손 손 닿지에 그만큼만큼
내게서 내게서는 이제 멀어져가는가는
너와 너와 모든의
내 내에 안 안과 숲과 그대를를
나 나 어느는 지울
수가 수가
내 내에 맘 담아 본다 본다
내 내에 안 안과 숲과 그대를를
나 나 어느는 지울
수가 수가
내 내에 맘
내 내에 안 안과 숲과 그대를를
나 나 어느는 지울
수가 수가
내 내에 맘 담아 둔다 둔다"
61,타루 - 새장속의 친구,"파란 파란이 하늘 맑아서
좁은 좁은을 새장 새 새처럼 모두
낡은 낡은은 기억 기억는 몰아 내고 싶어 싶어
잦은 잦은은 슬픔는는 모두 안녕
창백한 창백한를 거리 싶어
드러나지 드러나지 가슴속 않는은은 가득해도
어둔 어둔에 조명을을 적셔 두고서
아무 아무도 말 말 않던 나의 친구여여
잦은 잦은은 슬픔는는 모두 안녕
흐르는 흐르는에 시간 탓인지인지
퇴색 퇴색 추억 한 너무 지쳐 지쳐
파란 파란로 하늘위
새들 새들 노래의 듣고선
자유 자유 부러워 롭다며 친구여여
비 비 내린가 날 날 하늘에
드높게 드높게 무지개 걸친보고
부르던 부르던 전기 함성은 위에에
윙윙거리네
별은 별은에 어둠 빛나고
자정 자정 알리는을을 소리에 잠이이
깨어
낡은 낡은은 기억 기억는 몰아 내고 싶어 싶어
잦은 잦은은 슬픔은은 모두 안녕
흐르는 흐르는에 시간 탓인지인지
퇴색 퇴색 추억 한 너무 지쳐 지쳐
파란 파란 위 하늘 날아가버린
새들 새들 노래의 듣고선 듣고선 자유 롭다며
부러워 부러워 친구하던
비 비 내린가가 날 하늘에 드높게 드높게
걸친 걸친를 무지개 부르던 함성은 함성은
전깃 전깃 위 줄 윙윙 거리네 거리네
파란 파란 위 하늘 날아가버린
새들 새들 노래의 듣고선 듣고선 자유 롭다며
부러워 부러워 친구하던
비 비 내린가가 날 하늘에 드높게 드높게
걸친 걸친를 무지개 부르던 함성은 함성은
전깃 전깃 위 줄 윙윙 거리네 거리네"
62,인피니트 - 그 해 여름,"햇살 햇살 내리는이마다
흰 흰 흐르는 구름마다
바람 바람 스치는이마다마다 니가 비쳐
시간 시간 타고서을에도도
진하게 진하게 매일 번져와도
그리움 그리움 나 가득히 또
스며 스며 넌와
넌 넌 넌 수줍게 타고와와
흔들어 흔들어 잔잔히
넌 넌 넌 여전히으로 이어져 이어져
난 난 난 또 또 난 그리움에 살아 살아
난 난 난 이미
난 난에 추억있어
발길 발길 머무이 자리마다마다
손길 손길 스치는이마다
시선 시선 옮기는을마다마다 니가 보여
하루 하루 작은의 사이에도
촘촘히 촘촘히 왜 차올라
설레임 설레임 나 가득히 또
스며 스며 넌와
넌 넌 넌 수줍게 타고와와
흔들어 흔들어 잔잔히
넌 넌 넌 여전히으로 이어져 이어져
난 난 난 또 또 난 그리움에 살아 살아
난 난 난 이미
난 난에 추억있어
나 나를 너 널 널 만나게 되서
얼마나 얼마나한지
내 내이가 자라 자라 늘 지켜볼게
스며 스며 넌와
넌 넌 넌 수줍게 타고와와
흔들어 흔들어 잔잔히
넌 넌 넌
기억 기억 이어져
난 난 난 또 또 난 그리움에 살아 살아
난 난 난 이미
난 난에 추억있어"
63,장범준 - 회상,"길 길 걸었지을을가 옆에있다 고 고
느꼈을 느꼈을 나 때 알아 버렸네 버렸네
이미 이미 떠난 그대라는 걸 걸
나 나 혼자는 있던 있던 거 지
갑자기 갑자기이 바람와 지네 지네
마음 마음 얼고은은는 그 곳에 서서 서서
조금도 조금도 수 움직일
마치 마치 버린 얼어처럼
나 나 놀라서는 거 지 지
달빛이 달빛이 흐느끼고 숨어
음 음 버린 떠나 사람 생각나네 생각나네
음 음 그 돌아선 생각나네
묻지 묻지 왜 않았지를를 떠나느냐 고
하지만하지만 너무 마음
이미 이미 돌아서 그대 걸
혼자 혼자 없었지
미운건 미운건 나였어
떠나 떠나 그 버린 생각나네
돌아선 돌아선 사람 그
길 길 걸었지을을가 옆에있다 고 고
느꼈을 느꼈을 나 때 알아 버렸네 버렸네
이미 이미 떠난 그대라는 걸 걸
나 나 혼자는 있었던 거지 거지
갑자기 갑자기이 바람와 지네 지네
묻지 묻지 왜 않았지를를 떠나느냐 고
하지만하지만 너무 마음
이미 이미 돌아서 그대 걸
혼자 혼자 수 어쩔
미운건 미운건 나였어
갑자기 갑자기이 바람와 지네 지네"
64,나얼 - 같은 시간 속의 너,"꼭 꼭 않아도
충분히 충분히 이해 널 수있어있어
다른 다른 곁 사람 사람 서있는 니 모습이이
조금 조금하지만
다 다 않아도
어떻게 어떻게 이겨낼 든있어
다른 다른 찾아가 사랑 니 니 얼굴이
그렇게 그렇게 않아
이제 이제 같은 우리 우리 속을 남처럼처럼
그렇게 그렇게 돼
달아나도 달아나도 못 가지 기억 안고 안고
아무말 아무말 하지마도
더 더 안는는 거 잘 알아 요 요
많은 많은 아무 날들이 없진 않겠죠 않겠죠
멀어지는 멀어지는처럼
우리 우리 한 함께을을 꿈처럼
그렇게 그렇게 돼
눈 눈 잊지 감아도 감아도 할 추억의 널 묻고 묻고
아무말 아무말 하지마도
더 더 안는는 거 잘 알아 요 요
사랑 사랑 날했던 사라지진 않겠죠 않겠죠
우릴 우릴 안개 스치는
아무것 아무것 묻지도 요
이대로 이대로 둘래요 묻어는 요 요
거짓말 거짓말 또처럼 살아지겠죠
떨어지는
같은 같은 속의 시간"
65,Bard - 춤추는 바람,"불어오는 불어오는에 바람 내려
숨겨 숨겨 비밀 왔던 사라져가네
들어 들어 원하지도 주길
기억 기억 바라지도 되길
나 나 이름의
나 나 몸의의 적시는 비가 내려와 내려와
흘러흘러 흘러흘러 길 가지만 잃었네
강을 강을 작은 비추던 빛 마저도 마저도
낯설어지는 낯설어지는 곳이 비추기 엔 엔
희미 희미
나 나 손은의 작아서
바람 바람 막을을 없지만
넘쳐오는 넘쳐오는에 파도
그저 그저의 너을 잡았네 잡았네
춤추는 춤추는
흔들리는 흔들리는에서
잠시 잠시
갈 갈을 곳 날아가는
새들 새들 휴식의되어
춤추는 춤추는 두려움 마음
지친 지친 잠시 눈물
갈 갈을 곳 떠나려는
새들 새들 위로을 주오
춤추는 춤추는
내 내 떠나가기가에
잠시 잠시
세상 세상 작은
아름다운 아름다운을 비밀
춤추는 춤추는
흔들리는 흔들리는에서
잠시 잠시
갈 갈을 곳
날아가는 날아가는의
휴식 휴식되어
춤추는 춤추는
두려움 두려움 지친에
잠시 잠시
갈 갈을 곳 떠나려는
새들 새들 위로을 주오
춤추는 춤추는
내 내 떠나가기가에"
66,유재하 - 사랑하기 때문에,"처음 처음 그대 느낀은
혼자 혼자의 만 였던가 요 요
해맑은 해맑은로 미소를
바보로 바보로
내 내 떠나가던 곁을
가슴 가슴 품었던에의
수많은 수많은이
푸르게 푸르게
어제 어제 떠난는를
잊지 잊지하는 못가 미웠죠 미웠죠
하지만하지만 깨달아 이제
그대만 그대만 나였음의
다시 다시 그대 돌아온
내 내 것 모든 요
우리 우리 영원히
헤어지지 헤어지지
나 나 그대만 오직
사랑 사랑 때문하기
커다란 커다란를 그대
작아져만 작아져만 나이기가는
그 그 뜻 무슨해도
조용히 조용히
어제 어제 지난는을
잊지 잊지하는 못가 미웠죠 미웠죠
하지만하지만 깨달아 이제
그대만 그대만 나였음의
다시 다시 그대 돌아온
내 내 것 모든 요
우리 우리 영원히
헤어지지 헤어지지
나 나 그대만 오직
사랑 사랑 때문하기
사랑 사랑 때문하기"
67,마지막 토스트 - 불확실성에 기대어,"삐걱대 삐걱대 침대는
나 나 잠는 막 깨어나 깨어나
불안 불안 보이는 해 머리 머리를 쓰다듬어
미래 미래 얘기를 보지만
뾰족 뾰족 답은 한
무슨 무슨 말 할있는 걸까 걸까
나 나 조금는 해져
아무렇게나 아무렇게나 놓은
셔츠 셔츠 걸치고
졸린 졸린 모니터 하루
그래 그래은 인생 있지
지쳤다 지쳤다 말 고 했지 했지 위로하는
대답은 대답은
그것 그것이지뿐 그렇지 그래 그래
인생 인생 거기은
나 나 과거는 사는 사람 사람
너 너 미래는 얘기 얘기 할 때
그런 그런에 불확실함
우린 우린하고 방황
무딘 무딘을 창문 찬 찬 공기가
밀려들어
그제야 그제야 숨 막힌 토해 내듯 내듯
너 너 말는
우린 우린로 어디 걸까 무얼 무얼
꿈꾸고 꿈꾸고 걸까
나 나 말문는 막혀서
아무 아무도 말 수 없었네 없었네
나 나 과거는는 사는 사람 너는는
미래 미래 얘기를 때
그런 그런에 불확실함 우린
방황 방황 있었네
나 나 과거는는 사는 사람 너는는
미래 미래 얘기를 때
그런 그런에 불확실함 우린
방황 방황 있었네
나 나 과거는는 사는 사람 너는는
미래 미래 얘기를 때
그런 그런에 불확실함 우린
방황 방황"
68,패닉 - 기다리다,"널 널 다 기다리 생각 했어 했어

떠나간 떠나간 지금 넌 아파

다시 다시 돌아올 내게로 내게로 위에 울고있다 고 고

널 널보다 바라 생각 했어 했어

어느날 어느날이 하늘

마치 마치 마치 날 떠났던 가만히 너 너는 내 게 오겠지 오겠지

내 내에 앞 너

네 네 다시가가를 볼 순 없을까 없을까

너 너 두의의 속에 나는없고없고

익숙해진 익숙해진과 손짓 같은 같은 미소 만

희미 희미 남아서하게를를 울게하지만

너 너 다시는 게 돌아올거야 돌아올거야

너 너 맘의 다시 다시 날 부르면

주저 주저 돌아와 말고 말고 눈앞의 내 안으로으로

예전 예전 널처럼 줄테니



널 널보다 바라 생각 했어 했어

어느날 어느날이 하늘

마치 마치 마치 날 떠났던 가만히 너 너는 내 게 오겠지 오겠지

내 내에 앞 너

네 네 다시가가를 볼 순 없을까 없을까

너 너 두의의 속에 나는없고없고

익숙해진 익숙해진과 손짓 같은 같은 미소 만

희미 희미 남아서하게를를 울게하지만

너 너 다시는 게 돌아올거야 돌아올거야

너 너 맘의 다시 다시 날 부르면

주저 주저 돌아와 말고 말고 눈앞의 내 안으로으로

예전 예전 널처럼 줄테니"
69,아이유 - 이런 엔딩,"안녕 안녕이야
물음표 물음표 참없이 다운 목소리 목소리
정해진 정해진처럼
추운 추운에 문가 똑같은 똑같은 네 자리
제대로 제대로 먹어 잘 지나가니까
예전 예전 잠도처럼처럼 자게 될 거 야 야
진심 진심 빌으로
너 너 더는는 할 자격이있어있어
그런 그런은 말 마 제발 제발
그 그이 말 아픈 아픈 거 알잖아
사랑 사랑 줄 해 해라며 다 뭐 야 야
어떤 어떤 어떤을 맘 건지 너 너는 모를 거 야 야
외로웠던 외로웠던
너 너 너를를 사랑 해 줄 사람 사람
꼭 꼭 해
내 내 아니라서가 해
주는주는 쉽지가 게
그런 그런은 말 마 제발 제발
그 그이 말 아픈 아픈 거 알잖아
사랑 사랑 줄 해 해라며 다 뭐 야 야
어떤 어떤을 맘 건지 건지 끝내 모를
솔직히 솔직히 해 말 제발
너 너 다라면 거 알잖아 알잖아
네 네대로 말 나도도
나 나 누군 같은에게
사랑 사랑 될까"
